[2022-07-08 01:19:08] Ora2Pg version: 23.1
[2022-07-08 01:19:08] Export type: SHOW_TABLE
[2022-07-08 01:19:08] Geometry export type: INTERNAL
[2022-07-08 01:19:08] ORACLE_HOME = /usr/local/oracle/10g
[2022-07-08 01:19:08] NLS_LANG = AMERICAN_AMERICA.AL32UTF8
[2022-07-08 01:19:08] NLS_NCHAR = AL32UTF8
[2022-07-08 01:19:08] Trying to connect to database: dbi:Oracle:host=srv-dbora-03.whebdc.com.br;service_name=DEV_1810;port=1521
[2022-07-08 01:19:09] Isolation level: SET TRANSACTION ISOLATION LEVEL SERIALIZABLE
[2022-07-08 01:19:09] Showing table information...
[2022-07-08 01:20:16] Collecting 26408 tables in DBA_OBJECTS took: 67 wallclock secs ( 0.08 usr +  0.02 sys =  0.10 CPU)
[2022-07-08 01:21:41] Collecting 22920 tables information in DBA_TABLES took: 85 wallclock secs ( 0.21 usr +  0.02 sys =  0.23 CPU)
[2022-07-08 01:21:41] Retrieving column identity information...
[2022-07-08 01:22:26] Looking to subpartition information...
[2022-07-08 01:22:35] Looking to partitioned tables information...
[2022-07-08 01:22:40] Looking to external tables information...
[2022-07-08 01:22:40] [1] TABLE COMERCIAL.AAZF_MED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [198] TABLE COMERCIAL.AGEINT_GRUPO_CHECK_LIST (owner: COMERCIAL, 10 rows)
[2022-07-08 01:22:40] [199] TABLE COMERCIAL.AGEINT_GRUPO_PROC (owner: COMERCIAL, 10 rows)
[2022-07-08 01:22:40] [200] TABLE COMERCIAL.AGEINT_GRUPO_PROC_ITEM (owner: COMERCIAL, 23 rows)
[2022-07-08 01:22:40] [201] TABLE COMERCIAL.AGEINT_HISTORICO (owner: COMERCIAL, 1670 rows)
[2022-07-08 01:22:40] [202] TABLE COMERCIAL.AGEINT_HIST_REGRAS_DESAB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [203] TABLE COMERCIAL.AGEINT_HORARIOS_USUARIO (owner: COMERCIAL, 306 rows)
[2022-07-08 01:22:40] [204] TABLE COMERCIAL.AGEINT_IDADE_PESO_PROC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [205] TABLE COMERCIAL.AGEINT_INCO_REGRA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [206] TABLE COMERCIAL.AGEINT_ITEM_CHECK_LIST (owner: COMERCIAL, 29 rows)
[2022-07-08 01:22:40] [207] TABLE COMERCIAL.AGEINT_ITEM_GRUPO_DE_PARA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [208] TABLE COMERCIAL.AGEINT_ITEM_REGRA_PRIOR (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [209] TABLE COMERCIAL.AGEINT_ITENS_ADICIONAIS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [210] TABLE COMERCIAL.AGEINT_JUST_MARC_RODIZIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [211] TABLE COMERCIAL.AGEINT_LIB_DESAB_REGRAS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [212] TABLE COMERCIAL.AGEINT_LIB_EXAMES (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [213] TABLE COMERCIAL.AGEINT_LIB_EXAME_PRI (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [214] TABLE COMERCIAL.AGEINT_LIB_USUARIO (owner: COMERCIAL, 15 rows)
[2022-07-08 01:22:40] [215] TABLE COMERCIAL.AGEINT_LOG_BLOQ_ENVIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [216] TABLE COMERCIAL.AGEINT_LOG_CONFIRMACAO (owner: COMERCIAL, 20 rows)
[2022-07-08 01:22:40] [217] TABLE COMERCIAL.AGEINT_LOG_ENVIO (owner: COMERCIAL, 16 rows)
[2022-07-08 01:22:40] [218] TABLE COMERCIAL.AGEINT_LOG_ENVIO_CHECKLIST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [219] TABLE COMERCIAL.AGEINT_LOG_EXCLUSAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [220] TABLE COMERCIAL.AGEINT_LOG_STATUS (owner: COMERCIAL, 454 rows)
[2022-07-08 01:22:40] [221] TABLE COMERCIAL.AGEINT_MARCACAO_USUARIO (owner: COMERCIAL, 650 rows)
[2022-07-08 01:22:40] [222] TABLE COMERCIAL.AGEINT_MEDICO_DISP_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [223] TABLE COMERCIAL.AGEINT_MEDICO_ITEM (owner: COMERCIAL, 788 rows)
[2022-07-08 01:22:40] [224] TABLE COMERCIAL.AGEINT_MEDICO_REGRA (owner: COMERCIAL, 7 rows)
[2022-07-08 01:22:40] [225] TABLE COMERCIAL.AGEINT_MOTIVO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [226] TABLE COMERCIAL.AGEINT_MOTIVO_CANCELAMENTO (owner: COMERCIAL, 10 rows)
[2022-07-08 01:22:40] [227] TABLE COMERCIAL.AGEINT_MOTIVO_PENDENCIA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [228] TABLE COMERCIAL.AGEINT_OBSERVACAO_FINAL (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [229] TABLE COMERCIAL.AGEINT_OBS_AGENDA_CONFIRM (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:40] [230] TABLE COMERCIAL.AGEINT_ORIENT_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [231] TABLE COMERCIAL.AGEINT_ORIENT_PREPARO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [232] TABLE COMERCIAL.AGEINT_ORIENT_PREP_MACRO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [233] TABLE COMERCIAL.AGEINT_ORIENT_PREP_REGRA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [234] TABLE COMERCIAL.AGEINT_PAC_CONFIRM_AGENDA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [235] TABLE COMERCIAL.AGEINT_PENDENCIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [236] TABLE COMERCIAL.AGEINT_PENDENCIA_EXAME (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [237] TABLE COMERCIAL.AGEINT_PENDENCIA_REVISAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [238] TABLE COMERCIAL.AGEINT_PEND_EXAME_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [239] TABLE COMERCIAL.AGEINT_PRI_HOR_LIVRE (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:40] [240] TABLE COMERCIAL.AGEINT_PROCED_REGRA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [241] TABLE COMERCIAL.AGEINT_PROC_INT_ARQUIVO (owner: COMERCIAL, 16 rows)
[2022-07-08 01:22:40] [242] TABLE COMERCIAL.AGEINT_PROC_PACOTE (owner: COMERCIAL, 36 rows)
[2022-07-08 01:22:40] [243] TABLE COMERCIAL.AGEINT_PROF_RODIZIO (owner: COMERCIAL, 9 rows)
[2022-07-08 01:22:40] [244] TABLE COMERCIAL.AGEINT_PROTOCOLO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [245] TABLE COMERCIAL.AGEINT_PROTOCOLO_ATEND (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [246] TABLE COMERCIAL.AGEINT_QTD_EXAMES_ADIC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [247] TABLE COMERCIAL.AGEINT_QUEST_ESTRUTURA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [248] TABLE COMERCIAL.AGEINT_QUEST_ESTRUT_GRUPO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [249] TABLE COMERCIAL.AGEINT_QUEST_ESTRUT_RESP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [250] TABLE COMERCIAL.AGEINT_QUEST_GRUPO_OPCAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [251] TABLE COMERCIAL.AGEINT_QUEST_GRUPO_PERG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [252] TABLE COMERCIAL.AGEINT_QUEST_GRUPO_RESP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [253] TABLE COMERCIAL.AGEINT_QUEST_PERGUNTAS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [254] TABLE COMERCIAL.AGEINT_QUEST_REGRA_BLOQ (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [255] TABLE COMERCIAL.AGEINT_QUEST_REGRA_BL_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [256] TABLE COMERCIAL.AGEINT_QUEST_UTILIZACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [257] TABLE COMERCIAL.AGEINT_REGIAO_ATEND (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [258] TABLE COMERCIAL.AGEINT_REGRA_ALERGIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [259] TABLE COMERCIAL.AGEINT_REGRA_ANEXO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [260] TABLE COMERCIAL.AGEINT_REGRA_CHECKLIST (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [261] TABLE COMERCIAL.AGEINT_REGRA_CLASSIF_ADIC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [262] TABLE COMERCIAL.AGEINT_REGRA_CONSENT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [263] TABLE COMERCIAL.AGEINT_REGRA_CONVENIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [264] TABLE COMERCIAL.AGEINT_REGRA_DADOS_AUTOR (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [265] TABLE COMERCIAL.AGEINT_REGRA_DUR_CLASSIF (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [266] TABLE COMERCIAL.AGEINT_REGRA_ENTREGA_EXAME (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [267] TABLE COMERCIAL.AGEINT_REGRA_EXAME_LAB (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [268] TABLE COMERCIAL.AGEINT_REGRA_EXAME_PRIOR (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [269] TABLE COMERCIAL.AGEINT_REGRA_GRUPO_MEDICO (owner: COMERCIAL, 5 rows)
[2022-07-08 01:22:40] [270] TABLE COMERCIAL.AGEINT_REGRA_GRUPO_PROC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [271] TABLE COMERCIAL.AGEINT_REGRA_IDADE_PESO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [272] TABLE COMERCIAL.AGEINT_REGRA_INCO_SMART (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [273] TABLE COMERCIAL.AGEINT_REGRA_LIB_STATUS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [274] TABLE COMERCIAL.AGEINT_REGRA_PERM_AREA (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:40] [275] TABLE COMERCIAL.AGEINT_REGRA_PERM_BLOQ (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [276] TABLE COMERCIAL.AGEINT_REGRA_PERM_GRUPO (owner: COMERCIAL, 4 rows)
[2022-07-08 01:22:40] [277] TABLE COMERCIAL.AGEINT_REGRA_PERM_MARC (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:40] [278] TABLE COMERCIAL.AGEINT_REGRA_PRESCR_PROC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [279] TABLE COMERCIAL.AGEINT_REGRA_PRIORIDADE (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:40] [280] TABLE COMERCIAL.AGEINT_REGRA_QTD_ESPEC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [281] TABLE COMERCIAL.AGEINT_REGRA_RESUMO (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:40] [282] TABLE COMERCIAL.AGEINT_REGRA_SINTOMA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [283] TABLE COMERCIAL.AGEINT_REGRA_SOLIC_IMC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [284] TABLE COMERCIAL.AGEINT_REGRA_TEXTO_PROC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [285] TABLE COMERCIAL.AGEINT_REGRA_TURNO_TIPO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [286] TABLE COMERCIAL.AGEINT_RESP_QUEST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [287] TABLE COMERCIAL.AGEINT_RESP_QUEST_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [288] TABLE COMERCIAL.AGEINT_RODIZIO (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:40] [289] TABLE COMERCIAL.AGEINT_SINTOMA_ESPEC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [290] TABLE COMERCIAL.AGEINT_SUGESTAO_HORARIOS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [291] TABLE COMERCIAL.AGEINT_TEMPO_ATEND_ANS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [292] TABLE COMERCIAL.AGEINT_TEMPO_ENTRE_ESTAB (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [293] TABLE COMERCIAL.AGEINT_TEMPO_ENTRE_EXAMES (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [294] TABLE COMERCIAL.AGEINT_TEMPO_ENTRE_GRUPOS (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [295] TABLE COMERCIAL.AGEINT_TEMPO_ENTRE_SALAS (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [296] TABLE COMERCIAL.AGEINT_TEMPO_ENTRE_SETORES (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [297] TABLE COMERCIAL.AGEINT_TEMPO_EXAME_ANEST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [298] TABLE COMERCIAL.AGEINT_TEXTO_CONFIRM_SMS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [299] TABLE COMERCIAL.AGEINT_TEXTO_PADRAO_PROC (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:40] [300] TABLE COMERCIAL.AGEINT_TEXTO_PADRAO_SETOR (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [301] TABLE COMERCIAL.AGEINT_TEXTO_RETORNO_SMS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [302] TABLE COMERCIAL.AGEINT_TIPO_ACOMOD_PADRAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [303] TABLE COMERCIAL.AGEINT_TURNO_CONV_CLASSIF (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [304] TABLE COMERCIAL.AGEINT_TURNO_EXAME (owner: COMERCIAL, 10 rows)
[2022-07-08 01:22:40] [305] TABLE COMERCIAL.AGEINT_TURNO_MEDICO (owner: COMERCIAL, 10 rows)
[2022-07-08 01:22:40] [306] TABLE COMERCIAL.AGEINT_VALOR_HIST (owner: COMERCIAL, 43 rows)
[2022-07-08 01:22:40] [307] TABLE COMERCIAL.AGENCIA_BANCARIA (owner: COMERCIAL, 36 rows)
[2022-07-08 01:22:40] [308] TABLE COMERCIAL.AGENCIA_INSS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [309] TABLE COMERCIAL.AGENDA (owner: COMERCIAL, 671 rows)
[2022-07-08 01:22:40] [310] TABLE COMERCIAL.AGENDAMENTO_BUILD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [311] TABLE COMERCIAL.AGENDAMENTO_BUILD_BLOCK (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [312] TABLE COMERCIAL.AGENDAMENTO_BUILD_LOG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [313] TABLE COMERCIAL.AGENDAMENTO_COLETIVO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [314] TABLE COMERCIAL.AGENDAMENTO_INTEGRACAO (owner: COMERCIAL, 75710 rows)
[2022-07-08 01:22:40] [315] TABLE COMERCIAL.AGENDAMENTO_VERSAO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [316] TABLE COMERCIAL.AGENDAS_LIB_FILA_SENHA (owner: COMERCIAL, 8 rows)
[2022-07-08 01:22:40] [317] TABLE COMERCIAL.AGENDA_ACOMOD_TIPO_LEITO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [318] TABLE COMERCIAL.AGENDA_AGRUPAMENTO (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:40] [319] TABLE COMERCIAL.AGENDA_ALTERAR_STATUS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [320] TABLE COMERCIAL.AGENDA_ANEXO_EMAIL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [321] TABLE COMERCIAL.AGENDA_AUTOR_COR (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [322] TABLE COMERCIAL.AGENDA_AVISO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [323] TABLE COMERCIAL.AGENDA_AVISO_GERAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [324] TABLE COMERCIAL.AGENDA_BLOQUEIO (owner: COMERCIAL, 10 rows)
[2022-07-08 01:22:40] [325] TABLE COMERCIAL.AGENDA_BLOQUEIO_GERAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [326] TABLE COMERCIAL.AGENDA_BLOQ_ESTAGIO_AUT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [327] TABLE COMERCIAL.AGENDA_BLOQ_PRAZO_CONV (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [328] TABLE COMERCIAL.AGENDA_CLASSIF (owner: COMERCIAL, 76 rows)
[2022-07-08 01:22:40] [329] TABLE COMERCIAL.AGENDA_CLASSIF_LIB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [330] TABLE COMERCIAL.AGENDA_CLASSIF_PACIENTE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [331] TABLE COMERCIAL.AGENDA_CLASSIF_REGRA (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:40] [332] TABLE COMERCIAL.AGENDA_CLASSIF_SETOR (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [333] TABLE COMERCIAL.AGENDA_CONFIG_PAINEL (owner: COMERCIAL, 9 rows)
[2022-07-08 01:22:40] [334] TABLE COMERCIAL.AGENDA_CONSISTENCIA_PASTA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [335] TABLE COMERCIAL.AGENDA_CONSULTA (owner: COMERCIAL, 2850424 rows)
[2022-07-08 01:22:40] [336] TABLE COMERCIAL.AGENDA_CONSULTA_ADIC (owner: COMERCIAL, 666 rows)
[2022-07-08 01:22:40] [337] TABLE COMERCIAL.AGENDA_CONSULTA_CONT_SECAO (owner: COMERCIAL, 269 rows)
[2022-07-08 01:22:40] [338] TABLE COMERCIAL.AGENDA_CONSULTA_ENVIO (owner: COMERCIAL, 53 rows)
[2022-07-08 01:22:40] [339] TABLE COMERCIAL.AGENDA_CONSULTA_HIST (owner: COMERCIAL, 7237 rows)
[2022-07-08 01:22:40] [340] TABLE COMERCIAL.AGENDA_CONSULTA_HOR_BLOQ (owner: COMERCIAL, 1864 rows)
[2022-07-08 01:22:40] [341] TABLE COMERCIAL.AGENDA_CONSULTA_LOG (owner: COMERCIAL, 2959 rows)
[2022-07-08 01:22:40] [342] TABLE COMERCIAL.AGENDA_CONSULTA_PROC (owner: COMERCIAL, 574 rows)
[2022-07-08 01:22:40] [343] TABLE COMERCIAL.AGENDA_CONSULTA_PROF (owner: COMERCIAL, 141 rows)
[2022-07-08 01:22:40] [344] TABLE COMERCIAL.AGENDA_CONSULTA_REGRA (owner: COMERCIAL, 9 rows)
[2022-07-08 01:22:40] [345] TABLE COMERCIAL.AGENDA_CONSULTA_TELEMED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [346] TABLE COMERCIAL.AGENDA_CONS_CAIXA_OPME (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [347] TABLE COMERCIAL.AGENDA_CONS_CAIXA_RESERVA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [348] TABLE COMERCIAL.AGENDA_CONS_COL_ORDEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [349] TABLE COMERCIAL.AGENDA_CONS_ESPECIALIDADE (owner: COMERCIAL, 16 rows)
[2022-07-08 01:22:40] [350] TABLE COMERCIAL.AGENDA_CONS_GRUPO_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [351] TABLE COMERCIAL.AGENDA_CONS_GRUPO_LIB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [352] TABLE COMERCIAL.AGENDA_CONS_GRUPO_PROCED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [353] TABLE COMERCIAL.AGENDA_CONS_HIST (owner: COMERCIAL, 20 rows)
[2022-07-08 01:22:40] [354] TABLE COMERCIAL.AGENDA_CONS_LOG_STATUS (owner: COMERCIAL, 7113 rows)
[2022-07-08 01:22:40] [355] TABLE COMERCIAL.AGENDA_CONS_OPME (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [356] TABLE COMERCIAL.AGENDA_CONS_PROC_ODONT (owner: COMERCIAL, 11 rows)
[2022-07-08 01:22:40] [357] TABLE COMERCIAL.AGENDA_CONS_REGRA_PROC (owner: COMERCIAL, 28 rows)
[2022-07-08 01:22:40] [358] TABLE COMERCIAL.AGENDA_CONS_SERVICO (owner: COMERCIAL, 10 rows)
[2022-07-08 01:22:40] [359] TABLE COMERCIAL.AGENDA_CONS_STATUS_ADIC (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:40] [360] TABLE COMERCIAL.AGENDA_CONTROLE_HORARIO (owner: COMERCIAL, 357708 rows)
[2022-07-08 01:22:40] [361] TABLE COMERCIAL.AGENDA_CONTROLE_INTEGRA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [362] TABLE COMERCIAL.AGENDA_CONV_ESPECIALIDADE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [363] TABLE COMERCIAL.AGENDA_COR_CONVENIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [364] TABLE COMERCIAL.AGENDA_EMAIL_CONVENIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [365] TABLE COMERCIAL.AGENDA_ENVIO_CI_STATUS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [366] TABLE COMERCIAL.AGENDA_ENVIO_EMAIL_CONFIRM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [367] TABLE COMERCIAL.AGENDA_ESCALA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [368] TABLE COMERCIAL.AGENDA_FECHAMENTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [369] TABLE COMERCIAL.AGENDA_FORMA_CONTATO (owner: COMERCIAL, 10 rows)
[2022-07-08 01:22:40] [370] TABLE COMERCIAL.AGENDA_GLOBAL (owner: COMERCIAL, 31 rows)
[2022-07-08 01:22:40] [371] TABLE COMERCIAL.AGENDA_GOOGLE_CALENDAR (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [372] TABLE COMERCIAL.AGENDA_GOOGLE_CAL_DEL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [373] TABLE COMERCIAL.AGENDA_GOOGLE_CAL_HIST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [374] TABLE COMERCIAL.AGENDA_GRUPO_CLASSIF (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [375] TABLE COMERCIAL.AGENDA_GRUPO_ITEM_ADIC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [376] TABLE COMERCIAL.AGENDA_HC_ATRASO_HIST (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:40] [377] TABLE COMERCIAL.AGENDA_HC_CONTROLE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [378] TABLE COMERCIAL.AGENDA_HC_PACIENTE (owner: COMERCIAL, 222 rows)
[2022-07-08 01:22:40] [379] TABLE COMERCIAL.AGENDA_HISTORICO_ACAO (owner: COMERCIAL, 37494 rows)
[2022-07-08 01:22:40] [380] TABLE COMERCIAL.AGENDA_HOME_CARE (owner: COMERCIAL, 14 rows)
[2022-07-08 01:22:40] [381] TABLE COMERCIAL.AGENDA_HOME_CARE_CLASSIF (owner: COMERCIAL, 12 rows)
[2022-07-08 01:22:40] [382] TABLE COMERCIAL.AGENDA_HOME_CARE_EQUIPE (owner: COMERCIAL, 35 rows)
[2022-07-08 01:22:40] [383] TABLE COMERCIAL.AGENDA_HORARIO (owner: COMERCIAL, 1544 rows)
[2022-07-08 01:22:40] [384] TABLE COMERCIAL.AGENDA_HORARIO_ADICIONAL (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [385] TABLE COMERCIAL.AGENDA_HORARIO_AVISO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [386] TABLE COMERCIAL.AGENDA_HORARIO_ESP (owner: COMERCIAL, 15 rows)
[2022-07-08 01:22:40] [387] TABLE COMERCIAL.AGENDA_HORARIO_PERMISSAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [388] TABLE COMERCIAL.AGENDA_HORARIO_PREF (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [389] TABLE COMERCIAL.AGENDA_INF_ADIC (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:40] [390] TABLE COMERCIAL.AGENDA_INTEGRACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [391] TABLE COMERCIAL.AGENDA_INTEGRADA (owner: COMERCIAL, 765 rows)
[2022-07-08 01:22:40] [392] TABLE COMERCIAL.AGENDA_INTEGRADA_CONTRATO (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:40] [393] TABLE COMERCIAL.AGENDA_INTEGRADA_CONV_ITEM (owner: COMERCIAL, 17 rows)
[2022-07-08 01:22:40] [394] TABLE COMERCIAL.AGENDA_INTEGRADA_INF_ADIC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:40] [395] TABLE COMERCIAL.AGENDA_INTEGRADA_ITEM (owner: COMERCIAL, 1407 rows)
[2022-07-08 01:22:40] [396] TABLE COMERCIAL.AGENDA_INTEGRADA_PROF_ITEM (owner: COMERCIAL, 19 rows)
[2022-07-08 01:22:40] [397] TABLE COMERCIAL.AGENDA_INTEGRADA_RESUMO (owner: COMERCIAL, 242 rows)
[2022-07-08 01:22:40] [398] TABLE COMERCIAL.AGENDA_INTEGRADA_STATUS (owner: COMERCIAL, 20 rows)
[2022-07-08 01:22:40] [399] TABLE COMERCIAL.AGENDA_INT_AREA (owner: COMERCIAL, 16 rows)
